0.2600, 7, 405, 14308, 70350, 89818, 26612
0.2625, 5, 319, 12546, 66678, 90716, 28475
0.2650, 4, 249, 10964, 62988, 91333, 30368
0.2675, 3, 193, 9548, 59308, 91659, 32279
0.2700, 2, 149, 8285, 55666, 91686, 34197
0.2725, 1, 115, 7164, 52080, 91417, 36112
0.2750, 1, 88, 6170, 48568, 90855, 38012
0.2775, 0, 67, 5293, 45147, 90004, 39887
0.2800, 0, 50, 4519, 41833, 88869, 41726
0.2825, 1, 37, 3840, 38636, 87467, 43514
0.2850, 1, 26, 3249, 35565, 85813, 45239
0.2875, 1, 18, 2737, 32627, 83924, 46887
0.2900, 1, 12, 2299, 29831, 81818, 48445
0.2925, 1, 8, 1924, 27185, 79511, 49899
0.2950, 1, 6, 1607, 24695, 77021, 51236
0.2975, 1, 4, 1340, 22362, 74371, 52442
0.3000, 1, 3, 1114, 20185, 71585, 53503
0.3025, 1, 3, 923, 18161, 68686, 54407
0.3050, 1, 3, 759, 16289, 65699, 55142
0.3075, 1, 3, 620, 14563, 62643, 55705
0.3100, 0, 2, 502, 12977, 59537, 56098
0.3125, 0, 2, 405, 11525, 56400, 56321
0.3150, 0, 2, 325, 10199, 53252, 56374
0.3175, 0, 2, 261, 8993, 50112, 56257
0.3200, 0, 2, 209, 7901, 46998, 55971
0.3225, 0, 1, 169, 6917, 43931, 55516
0.3250, 0, 1, 136, 6033, 40929, 54892
0.3275, 0, 1, 111, 5244, 38011, 54100
0.3300, 0, 1, 89, 4543, 35195, 53142
0.3325, 0, 1, 71, 3923, 32488, 52029
0.3350, 0, 1, 56, 3378, 29894, 50776
0.3375, 0, 1, 44, 2902, 27419, 49396
0.3400, 0, 1, 35, 2489, 25068, 47903
0.3425, 0, 1, 28, 2130, 22847, 46310
0.3450, 0, 0, 22, 1821, 20758, 44630
0.3475, 0, 0, 18, 1555, 18801, 42879
0.3500, 0, 0, 15, 1325, 16975, 41068
0.3525, 0, 0, 13, 1125, 15278, 39212
0.3550, 0, 0, 10, 950, 13709, 37324
0.3575, 0, 0, 8, 796, 12261, 35416
0.3600, 0, 0, 7, 661, 10930, 33498
0.3625, 0, 0, 5, 546, 9710, 31580
0.3650, 0, 0, 4, 447, 8597, 29675
0.3675, 0, 0, 3, 364, 7584, 27791
0.3700, 0, 0, 2, 293, 6666, 25941
0.3725, 0, 0, 1, 235, 5838, 24136
0.3750, 0, 0, 0, 187, 5095, 22385
0.3775, 0, 0, 1, 148, 4431, 20700
0.3800, 0, 0, 1, 115, 3840, 19089
0.3825, 0, 0, 1, 89, 3318, 17555
0.3850, 0, 0, 2, 68, 2859, 16097
0.3875, 0, 0, 2, 53, 2458, 14714
0.3900, 0, 0, 2, 41, 2108, 13408
0.3925, 0, 0, 2, 33, 1806, 12176
0.3950, 0, 0, 2, 27, 1545, 11020
0.3975, 0, 0, 2, 24, 1321, 9938
0.4000, 0, 0, 2, 22, 1127, 8932
0.4025, 0, 0, 2, 21, 958, 7999
0.4050, 0, 0, 1, 20, 811, 7140
0.4075, 0, 0, 1, 19, 681, 6353
0.4100, 0, 0, 1, 18, 569, 5632
0.4125, 0, 0, 1, 17, 473, 4976
0.4150, 0, 0, 1, 16, 390, 4381
0.4175, 0, 0, 1, 15, 321, 3843
0.4200, 0, 0, 1, 14, 262, 3360
0.4225, 0, 0, 1, 14, 214, 2927
0.4250, 0, 0, 1, 13, 173, 2542
0.4275, 0, 0, 1, 12, 140, 2201
0.4300, 0, 0, 1, 11, 112, 1901
0.4325, 0, 0, 1, 11, 89, 1639
0.4350, 0, 0, 1, 10, 70, 1412
0.4375, 0, 0, 0, 9, 55, 1215
0.4400, 0, 0, 0, 8, 43, 1045
0.4425, 0, 0, 0, 8, 34, 901
0.4450, 0, 0, 0, 7, 28, 777
0.4475, 0, 0, 0, 7, 23, 671
0.4500, 0, 0, 0, 6, 20, 579
0.4525, 0, 0, 0, 5, 17, 498
0.4550, 0, 0, 0, 5, 14, 426
0.4575, 0, 0, 0, 4, 12, 361
0.4600, 0, 0, 0, 4, 10, 303
0.4625, 0, 0, 0, 3, 9, 251
0.4650, 0, 0, 0, 3, 7, 206
0.4675, 0, 0, 0, 2, 6, 166
0.4700, 0, 0, 0, 2, 5, 132
0.4725, 0, 0, 0, 1, 4, 103
0.4750, 0, 0, 0, 1, 3, 78
0.4775, 0, 0, 0, 1, 2, 58
0.4800, 0, 0, 0, 0, 2, 41
0.4825, 0, 0, 0, 0, 1, 28
0.4850, 0, 0, 0, 0, 1, 18
0.4875, 0, 0, 0, 1, 0, 11
0.4900, 0, 0, 0, 1, 0, 6
0.4925, 0, 0, 0, 1, 0, 2
0.4950, 0, 0, 0, 1, 0, 1
0.4975, 0, 0, 0, 2, 0, 0
0.5000, 0, 0, 0, 2, 0, 0
0.5025, 0, 0, 0, 2, 0, 1
0.5050, 0, 0, 0, 2, 0, 1
0.5075, 0, 0, 0, 3, 0, 2
0.5100, 0, 0, 0, 3, 0, 2
0.5125, 0, 0, 0, 3, 0, 3
0.5150, 0, 0, 0, 3, 0, 3
0.5175, 0, 0, 0, 3, 0, 3
0.5200, 0, 0, 0, 3, 0, 4
0.5225, 0, 0, 0, 3, 0, 4
0.5250, 0, 0, 0, 3, 0, 4
0.5275, 0, 0, 0, 4, 0, 4
0.5300, 0, 0, 0, 4, 0, 4
0.5325, 0, 0, 0, 4, 0, 4
0.5350, 0, 0, 0, 4, 0, 4
0.5375, 0, 0, 0, 4, 0, 4
0.5400, 0, 0, 0, 4, 0, 4
0.5425, 0, 0, 0, 4, 0, 4
0.5450, 0, 0, 0, 4, 0, 4
0.5475, 0, 0, 0, 4, 0, 4
0.5500, 0, 0, 0, 4, 0, 4
0.5525, 0, 0, 0, 4, 0, 4
0.5550, 0, 0, 0, 4, 0, 4
0.5575, 0, 0, 0, 4, 0, 3
0.5600, 0, 0, 0, 4, 0, 3
0.5625, 0, 0, 0, 4, 0, 3
0.5650, 0, 0, 0, 4, 0, 3
0.5675, 0, 0, 0, 4, 0, 3
0.5700, 0, 0, 0, 3, 0, 2
0.5725, 0, 0, 0, 3, 0, 2
0.5750, 0, 0, 0, 3, 0, 2
0.5775, 0, 0, 0, 3, 0, 2
0.5800, 0, 0, 0, 3, 0, 1
0.5825, 0, 0, 0, 3, 0, 1
0.5850, 0, 0, 0, 3, 0, 1
0.5875, 0, 0, 0, 3, 0, 1
0.5900, 0, 0, 0, 3, 0, 0
0.5925, 0, 0, 0, 2, 0, 0
0.5950, 0, 0, 0, 2, 0, 0
0.5975, 0, 0, 0, 2, 0, 0
0.6000, 0, 0, 0, 2, 0, 0
0.6025, 0, 0, 0, 2, 0, 1
0.6050, 0, 0, 0, 2, 0, 1
0.6075, 0, 0, 0, 2, 0, 1
0.6100, 0, 0, 0, 2, 0, 1
0.6125, 0, 0, 0, 1, 0, 1
0.6150, 0, 0, 0, 1, 0, 1
0.6175, 0, 0, 0, 1, 0, 1
0.6200, 0, 0, 0, 1, 0, 2
0.6225, 0, 0, 0, 1, 0, 2
0.6250, 0, 0, 0, 1, 0, 2
0.6275, 0, 0, 0, 0, 0, 2
0.6300, 0, 0, 0, 0, 0, 2
0.6325, 0, 0, 0, 0, 0, 2
0.6350, 0, 0, 0, 0, 0, 2
0.6375, 0, 0, 0, 0, 0, 2
0.6400, 0, 0, 0, 0, 0, 2
0.6425, 0, 0, 0, 0, 0, 2
0.6450, 0, 0, 0, 1, 0, 2
0.6475, 0, 0, 0, 1, 0, 2
0.6500, 0, 0, 0, 1, 0, 2
0.6525, 0, 0, 0, 1, 0, 2
0.6550, 0, 0, 0, 1, 0, 2
0.6575, 0, 0, 0, 1, 0, 1
0.6600, 0, 0, 0, 1, 0, 1
0.6625, 0, 0, 0, 2, 0, 1
0.6650, 0, 0, 0, 2, 0, 1
0.6675, 0, 0, 0, 2, 0, 1
0.6700, 0, 0, 0, 2, 0, 1
0.6725, 0, 0, 0, 2, 0, 1
0.6750, 0, 0, 0, 2, 0, 1
0.6775, 0, 0, 0, 2, 0, 1
0.6800, 0, 0, 0, 2, 0, 1
0.6825, 0, 0, 0, 2, 0, 1
0.6850, 0, 0, 0, 3, 0, 0
0.6875, 0, 0, 0, 3, 0, 0
0.6900, 0, 0, 0, 3, 0, 0
0.6925, 0, 0, 0, 3, 0, 0
0.6950, 0, 0, 0, 3, 0, 0
0.6975, 0, 0, 0, 3, 0, 0
0.7000, 0, 0, 0, 3, 0, 0
0.7025, 0, 0, 0, 3, 0, 0
0.7050, 0, 0, 0, 3, 0, 0
0.7075, 0, 0, 0, 3, 0, 0
0.7100, 0, 0, 0, 3, 0, 1
0.7125, 0, 0, 0, 3, 0, 1
0.7150, 0, 0, 0, 3, 0, 1
0.7175, 0, 0, 0, 3, 0, 1
0.7200, 0, 0, 0, 3, 0, 1
0.7225, 0, 0, 0, 3, 0, 1
0.7250, 0, 0, 0, 3, 0, 1
0.7275, 0, 0, 0, 3, 0, 1
0.7300, 0, 0, 0, 3, 0, 1
0.7325, 0, 0, 0, 2, 0, 1
0.7350, 0, 0, 0, 2, 0, 1
0.7375, 0, 0, 0, 2, 0, 1
0.7400, 0, 0, 0, 2, 0, 1
0.7425, 0, 0, 0, 2, 0, 1
0.7450, 0, 0, 0, 2, 0, 1
0.7475, 0, 0, 0, 2, 0, 1
0.7500, 0, 0, 0, 1, 0, 1
0.7525, 0, 0, 0, 1, 0, 1
0.7550, 0, 0, 0, 1, 0, 1
0.7575, 0, 0, 0, 1, 0, 1
0.7600, 0, 0, 0, 0, 0, 1
0.7625, 0, 0, 0, 0, 0, 1
0.7650, 0, 0, 0, 0, 0, 1
0.7675, 0, 0, 0, 0, 0, 1
0.7700, 0, 0, 0, 1, 0, 1
0.7725, 0, 0, 0, 1, 0, 0
0.7750, 0, 0, 0, 1, 0, 0
0.7775, 0, 0, 0, 2, 0, 0
0.7800, 0, 0, 0, 2, 0, 0
0.7825, 0, 0, 0, 3, 0, 0
0.7850, 0, 0, 0, 3, 0, 1
0.7875, 0, 0, 0, 3, 0, 1
0.7900, 0, 0, 0, 4, 0, 1
0.7925, 0, 0, 1, 4, 0, 1
0.7950, 0, 0, 1, 5, 0, 2
